lon	lat
-71.717521	41.3307
-71.717521	41.330113
-71.716935	41.329233
-71.714881	41.32894
-71.714001	41.32982
-71.712241	41.330113
-71.711654	41.3307
-71.710481	41.330994
-71.710188	41.331287
-71.708134	41.33158
-71.706961	41.333047
-71.706374	41.33334
-71.704614	41.33334
-71.703734	41.333927
-71.703147	41.33422
-71.7008	41.336274
-71.700507	41.336567
-71.69904	41.336567
-71.698453	41.337154
-71.69728	41.337447
-71.696693	41.338034
-71.695226	41.338034
-71.694346	41.338914
-71.692586	41.339207
-71.691706	41.339501
-71.689946	41.339794
-71.688773	41.339794
-71.688186	41.340381
-71.687306	41.340674
-71.687013	41.341261
-71.684666	41.341554
-71.684079	41.342141
-71.682319	41.342434
-71.682026	41.342728
-71.679092	41.343021
-71.678505	41.343608
-71.677919	41.343901
-71.675865	41.344194
-71.674692	41.344781
-71.672932	41.344781
-71.671758	41.345368
-71.670291	41.345661
-71.668825	41.346541
-71.666771	41.346541
-71.665891	41.347128
-71.665304	41.347421
-71.664131	41.347128
-71.662664	41.347421
-71.662371	41.348008
-71.661197	41.348301
-71.660317	41.348888
-71.657677	41.348888
-71.656797	41.349768
-71.653864	41.350062
-71.653277	41.350355
-71.651517	41.350648
-71.651223	41.351235
-71.648583	41.351528
-71.647996	41.351528
-71.64741	41.352115
-71.646236	41.352702
-71.645943	41.352995
-71.643596	41.352995
-71.642716	41.353875
-71.640663	41.354169
-71.639782	41.354755
-71.637729	41.354755
-71.636262	41.355635
-71.633915	41.355635
-71.633035	41.356222
-71.630982	41.356515
-71.630102	41.357102
-71.628342	41.357395
-71.627462	41.357982
-71.625701	41.358862
-71.623941	41.359156
-71.623648	41.359449
-71.623355	41.359742
-71.622181	41.359742
-71.621301	41.360622
-71.612794	41.360622
-71.612207	41.360916
-71.61162	41.361502
-71.611034	41.361502
-71.605167	41.361502
-71.6037	41.362382
-71.600473	41.362382
-71.5993	41.363263
-71.597539	41.363263
-71.596366	41.363849
-71.594019	41.364143
-71.591379	41.365609
-71.590499	41.365609
-71.589032	41.366489
-71.584045	41.366489
-71.582578	41.367369
-71.579058	41.367369
-71.577885	41.36825
-71.573191	41.36825
-71.572311	41.368836
-71.570551	41.36913
-71.569671	41.369716
-71.568791	41.37089
-71.568791	41.372356
-71.567617	41.37265
-71.567324	41.372943
-71.567324	41.374703
-71.566737	41.374997
-71.566151	41.374703
-71.564684	41.373823
-71.564684	41.373237
-71.567031	41.370303
-71.567031	41.369716
-71.566444	41.36913
-71.565857	41.368836
-71.56439	41.369716
-71.560577	41.369716
-71.55999	41.370596
-71.554123	41.370596
-71.55295	41.371476
-71.545909	41.371476
-71.544736	41.370596
-71.537989	41.370596
-71.537402	41.371476
-71.536522	41.371476
-71.535642	41.372356
-71.534762	41.372356
-71.533001	41.373823
-71.526548	41.374117
-71.525668	41.374997
-71.524788	41.374703
-71.523908	41.374117
-71.515987	41.373823
-71.515107	41.37441
-71.51452	41.375877
-71.51364	41.37705
-71.51364	41.378224
-71.515694	41.380864
-71.516574	41.382037
-71.516574	41.383504
-71.517747	41.385557
-71.515987	41.387024
-71.514814	41.388784
-71.51452	41.389664
-71.513933	41.390544
-71.51452	41.391131
-71.515694	41.391718
-71.515694	41.393771
-71.514814	41.394651
-71.51452	41.395531
-71.513933	41.396118
-71.513933	41.397292
-71.51364	41.397585
-71.513053	41.398758
-71.513053	41.399932
-71.512467	41.400519
-71.512173	41.404919
-71.510413	41.405799
-71.509827	41.406386
-71.508653	41.406679
-71.50836	41.407266
-71.508066	41.409026
-71.507186	41.409612
-71.507186	41.410493
-71.507186	41.411373
-71.508066	41.412253
-71.508946	41.412546
-71.50924	41.413133
-71.50748	41.413426
-71.507186	41.413719
-71.507186	41.4146
-71.507186	41.416946
-71.50836	41.418413
-71.50836	41.419
-71.50748	41.419587
-71.5066	41.41988
-71.503666	41.420173
-71.501613	41.41988
-71.500733	41.419587
-71.500146	41.418706
-71.500146	41.417826
-71.499852	41.417533
-71.498679	41.416946
-71.498972	41.416653
-71.500146	41.41636
-71.500439	41.415773
-71.501026	41.4146
-71.501319	41.412253
-71.501026	41.411959
-71.499852	41.410786
-71.499559	41.408439
-71.498679	41.406972
-71.498386	41.406679
-71.496919	41.406386
-71.496039	41.405799
-71.492812	41.405506
-71.492812	41.405506
-71.493692	41.404332
-71.493985	41.403452
-71.493692	41.402572
-71.494865	41.401399
-71.494572	41.399345
-71.495745	41.397292
-71.495159	41.396412
-71.494572	41.395531
-71.492519	41.395531
-71.492225	41.394651
-71.491932	41.392891
-71.492225	41.392305
-71.492812	41.391718
-71.493105	41.390838
-71.493692	41.389664
-71.494279	41.388491
-71.495745	41.387024
-71.496332	41.386731
-71.496626	41.384971
-71.498679	41.383211
-71.498972	41.382624
-71.498972	41.381744
-71.499266	41.38145
-71.500439	41.38145
-71.501319	41.382037
-71.503373	41.383211
-71.503666	41.383797
-71.503959	41.384384
-71.502786	41.384971
-71.499852	41.388198
-71.498679	41.388198
-71.497212	41.388784
-71.496039	41.389078
-71.495452	41.389958
-71.495159	41.391131
-71.493692	41.392305
-71.493692	41.392891
-71.495159	41.394358
-71.495745	41.394651
-71.496332	41.394651
-71.496626	41.394945
-71.496919	41.395531
-71.496039	41.396705
-71.496626	41.397585
-71.497212	41.398172
-71.498386	41.398172
-71.498972	41.398172
-71.499852	41.397292
-71.503666	41.397292
-71.504253	41.397292
-71.504839	41.396412
-71.504839	41.395238
-71.504253	41.393185
-71.504839	41.392891
-71.506306	41.391718
-71.506893	41.391425
-71.50748	41.391718
-71.507773	41.392011
-71.508653	41.392011
-71.509533	41.390838
-71.509827	41.389958
-71.509827	41.389078
-71.510707	41.387904
-71.510707	41.387024
-71.509827	41.385851
-71.510413	41.384971
-71.510413	41.384384
-71.50924	41.383797
-71.511	41.383797
-71.511587	41.383504
-71.511587	41.382037
-71.512467	41.38145
-71.512173	41.374703
-71.510707	41.373237
-71.509533	41.373237
-71.508653	41.372356
-71.507186	41.372356
-71.506306	41.371476
-71.505133	41.371476
-71.504546	41.370596
-71.503373	41.370303
-71.503079	41.37001
-71.501906	41.369716
-71.501319	41.36913
-71.500146	41.368836
-71.499266	41.36825
-71.498092	41.367956
-71.497212	41.367369
-71.496039	41.367369
-71.494865	41.365903
-71.493985	41.365609
-71.492519	41.364143
-71.491345	41.363849
-71.490465	41.363263
-71.489585	41.363263
-71.488998	41.362382
-71.488998	41.361502
-71.487825	41.360329
-71.486945	41.359742
-71.483425	41.359742
-71.482838	41.359742
-71.482251	41.359156
-71.481664	41.359449
-71.481078	41.360036
-71.480491	41.360916
-71.479904	41.361796
-71.479904	41.362382
-71.480491	41.362969
-71.480784	41.364143
-71.482251	41.365609
-71.482251	41.370596
-71.481664	41.371183
-71.481371	41.372356
-71.480784	41.373237
-71.479611	41.375583
-71.478731	41.375877
-71.478144	41.37617
-71.478144	41.37705
-71.477264	41.378224
-71.477558	41.378517
-71.474624	41.38145
-71.474331	41.382331
-71.473157	41.382917
-71.472864	41.384091
-71.471397	41.385557
-71.47081	41.387024
-71.46993	41.387904
-71.469637	41.388784
-71.46817	41.389664
-71.467877	41.391131
-71.467583	41.392011
-71.46641	41.393185
-71.46641	41.393771
-71.464357	41.394065
-71.463477	41.394651
-71.46289	41.394945
-71.462596	41.395238
-71.462303	41.396412
-71.461423	41.396998
-71.46113	41.399052
-71.461423	41.400225
-71.460543	41.401692
-71.458196	41.404039
-71.456436	41.404039
-71.455556	41.404625
-71.454969	41.405506
-71.454676	41.407266
-71.451449	41.410493
-71.451449	41.411959
-71.452329	41.413133
-71.452329	41.417533
-71.452916	41.41812
-71.453209	41.425454
-71.453502	41.425747
-71.453796	41.42604
-71.454089	41.432201
-71.452329	41.433961
-71.451449	41.433961
-71.448809	41.436601
-71.448222	41.436601
-71.447342	41.437188
-71.446169	41.437481
-71.446169	41.438068
-71.444408	41.438361
-71.443235	41.440415
-71.443235	41.441001
-71.444995	41.442175
-71.445289	41.442762
-71.444702	41.442468
-71.444408	41.442468
-71.443528	41.441588
-71.441768	41.441588
-71.441768	41.440708
-71.440888	41.439828
-71.438248	41.439828
-71.436488	41.441588
-71.435608	41.440708
-71.433848	41.442468
-71.433848	41.444815
-71.432968	41.444815
-71.431501	41.446282
-71.431501	41.448922
-71.425634	41.454789
-71.42534	41.455962
-71.426221	41.456843
-71.426514	41.458309
-71.427101	41.458896
-71.427101	41.459776
-71.429447	41.46183
-71.429741	41.46271
-71.429741	41.46359
-71.430621	41.46535
-71.430621	41.46623
-71.429741	41.467403
-71.429741	41.469163
-71.429154	41.46975
-71.427394	41.470337
-71.426807	41.470924
-71.4227	41.47063
-71.422407	41.46975
-71.421527	41.469163
-71.419767	41.469163
-71.41918	41.469457
-71.418007	41.471217
-71.418007	41.475031
-71.416246	41.477084
-71.416246	41.477964
-71.416246	41.478844
-71.417127	41.480018
-71.41742	41.481778
-71.4183	41.482364
-71.419473	41.482658
-71.419767	41.482951
-71.419767	41.483831
-71.420647	41.485005
-71.420647	41.488231
